Wind Speed [mph],Wind Direction [deg],Air Temperature [K],Air Pressure [Pa],Launch Rod Angle [deg],Launch Rod Direction [deg]
9.0,291.0772530392735,297.3051041411242,101369.8752878736,9.925223474198066,180
9.0,43.23421971721956,285.0646381639136,101834.5536758291,6.776312519598357,180
9.0,89.64108715303216,286.29361199229766,100666.4658705288,8.338721490442836,180
9.0,195.56302851042403,295.5787194504945,100496.2196915993,5.124069392877663,180
9.0,332.0337309179373,288.27610983319136,101234.23189630089,9.653470309134613,180
9.0,20.33369368918916,290.194986529363,100656.95317237431,5.15611795923903,180
9.0,287.4546588637484,284.4440350132851,102309.74399163331,7.344241122473,180
9.0,207.6037438139277,287.3360571303898,101232.90753435619,8.213217276534719,180
9.0,160.40783208269013,296.2342777428608,101797.17867473839,9.894979354095897,180
9.0,165.33358634657748,289.7859253839687,101650.10417514035,7.908645256295035,180
9.0,38.39354040522733,298.85645699721834,101944.77808761157,5.766050821322779,180
9.0,333.05771599530385,298.64214162027815,101032.27136221384,5.286264421854899,180
9.0,346.25939859696746,296.88091786456715,102081.32414541321,8.733039482555913,180
9.0,272.30323137616574,292.7382007820847,101336.94473128018,5.80575174432892,180
9.0,102.6732383901093,298.6396930754169,101480.3348775383,7.518450901449628,180
9.0,277.04706616939814,298.9490385818228,102032.21360085726,8.777725753989309,180
9.0,136.73175379318553,287.0628759487739,101597.0976234974,7.808525226786378,180
9.0,37.49164554211957,288.0333552547362,100750.07517867738,7.5999276953799075,180
9.0,64.50278700282573,299.2939485719793,101715.2574219038,6.712057742497874,180
9.0,67.22202398132039,300.68085056479174,101401.99299609955,5.620323505436482,180
9.0,55.458105749387336,289.92050885890336,100727.64883868251,8.599977479550454,180
9.0,312.61603791710354,296.4253594901919,100969.03272367654,6.943841219830053,180
9.0,308.2887469540722,300.9086200584334,101936.90189654422,6.199391837449502,180
9.0,356.3679548129813,284.65987675840995,101032.23657821775,7.845960199134166,180
9.0,105.68212086227241,283.2207283026248,101538.02604095888,8.314087001115704,180
9.0,112.13685527390463,298.1041663248133,102082.32036191941,8.342244187681962,180
9.0,263.0422656802189,291.94277236752635,101837.5849816796,8.836715095697178,180
9.0,282.19885652886387,283.42935074763415,101480.72821700864,5.43988130282325,180
9.0,289.0757098750728,300.03390296231953,100968.12050827156,6.305522740450945,180
9.0,188.3330805776174,284.51675219101753,101467.61005140468,8.784524704020647,180
9.0,185.20821616026262,291.5653672579802,101378.28402327992,5.952035686855689,180
9.0,218.79818077478032,284.19639366791864,100847.23627390468,7.839416188305687,180
9.0,278.84969253280667,289.6758374210372,101246.3970663332,9.02798713475347,180
9.0,111.8573392434558,293.54492408216765,100555.18656185774,8.330856678098074,180
9.0,204.83983889624224,297.5444273141022,101374.90850503292,6.428130349667831,180
9.0,176.51723972204613,294.2479470390263,101556.26277693358,9.248283572985901,180
9.0,151.4177517851593,288.3863463865841,101350.23365529074,7.106102889926958,180
9.0,338.38625325283505,292.8821938323482,101046.93281761995,5.6946811320335335,180
9.0,91.07900285309532,287.42814019578674,101116.45619935339,8.85514119538251,180
9.0,149.27921142874933,294.4413003351375,101308.6262610348,5.591832433393684,180
9.0,141.38548038906248,292.7131686103367,100930.44078376505,7.3257675269172235,180
9.0,146.31126570514553,286.42628819741077,100972.27226529068,9.877759352789518,180
9.0,314.97256339844495,295.6010800239506,100999.56148588071,9.84514185967314,180
9.0,87.77352014152709,301.5717829849078,101511.33320186577,9.256060823838276,180
9.0,65.44024090160124,293.152617979586,101127.03258780962,5.062059189096583,180
9.0,135.41507961005968,285.9840731105625,101766.52167734581,6.072023184445301,180
9.0,7.857727857598467,290.40050706456947,100590.7767348513,8.112263984713088,180
9.0,330.57970110519267,285.6774593025899,101089.8256850348,9.624127391238865,180
9.0,172.6585498782514,300.84540522434486,101461.54627876464,9.977139596941667,180
9.0,40.66888871743336,299.23146739454944,101543.22020605202,9.872989718007926,180
9.0,47.1641394315935,290.574975347717,102476.85281650782,9.861357815906324,180
9.0,21.011074189567047,288.63705364696744,102823.13764813603,7.599665468649087,180
9.0,198.40182216846415,298.3822236889668,101057.44129303994,8.777072756768428,180
