Wind Speed [mph],Wind Direction [deg],Air Temperature [K],Air Pressure [Pa],Launch Rod Angle [deg],Launch Rod Direction [deg]
15.0,301.8991484465785,284.1117397669617,101778.95274926929,8.784717700213344,180
15.0,271.6568607474261,298.11351777043063,101702.8195209034,9.903204858929945,180
15.0,65.04684681612856,296.18608881833455,101933.31213739557,8.288547936573924,180
15.0,9.623841696128128,286.6283895770943,102181.89427290647,5.74232779762677,180
15.0,277.04960357167727,286.41016004136674,101000.86198574567,8.986596067872416,180
15.0,314.1653811421861,293.514226217272,100997.65442783233,8.71579715553663,180
15.0,171.25546734268877,289.628052738092,101473.44906452259,5.676735467029551,180
15.0,192.9086452465664,296.0617856377705,101167.22927678653,6.336665992530932,180
15.0,103.86940895794663,292.18279917322457,101550.83939654777,6.9622068821800545,180
15.0,120.76361563080914,299.42896704541477,100859.74339711161,5.70211873530994,180
15.0,308.07859360835823,294.3428463275907,100103.04357133318,6.068113635603272,180
15.0,12.294448105541838,290.3395572110249,101482.58080992466,6.582409686084153,180
15.0,30.982172555692465,290.64692061913934,101505.18918929853,5.422021160225642,180
15.0,146.77393966741138,283.63392470702064,100985.01319557584,5.139179763376541,180
15.0,343.028367975089,286.70708585739345,101700.26317484038,6.547343538080458,180
15.0,63.59773466898913,290.37118405926276,101498.14903683962,8.248112405110685,180
15.0,233.36421841828437,299.86609500245316,101529.61385638599,6.2663794014730705,180
15.0,228.77896330070115,289.7185751244161,101010.47282598099,8.022595416850471,180
15.0,200.3320727417182,295.0961855516392,100794.55783471253,9.940219151553626,180
15.0,17.44199906082698,292.2125271652117,101403.55853107691,5.900655750570346,180
15.0,264.9937544049104,294.190658424416,102222.97663278261,8.901271553845385,180
15.0,150.15312731716404,292.9258072777007,100737.29653182485,5.652469578998268,180
15.0,203.04815475050174,283.20466974729214,100848.16929230515,6.816529440552087,180
15.0,197.6256305347286,296.2468435482153,101595.16738061243,5.199189670735795,180
15.0,227.90020075690757,286.08318904607455,100669.0871099535,9.603397354744391,180
15.0,134.6255413928162,299.19450474160726,101919.04282554716,6.632125212066205,180
15.0,296.85164554540995,294.6904346470778,100605.5761753513,9.736475589411299,180
15.0,45.29563394189228,294.52815965197703,101419.86854807143,5.285666907581242,180
15.0,337.4918904149372,298.87788818238823,100920.26950744992,6.646797728608778,180
15.0,185.7892909087096,288.48182735372825,101541.92374895484,5.85652367103,180
15.0,192.45338465651594,289.1889434590541,101071.43842753368,7.993505356812877,180
15.0,56.19680582970937,286.9990453581732,100509.16529111943,5.331292110069371,180
15.0,305.2980899879521,299.58621499290246,100983.19106551247,6.386118473680934,180
15.0,314.64270928540077,301.1570298774481,101834.7157584751,6.888506615586698,180
15.0,227.21505828401115,283.32515225748557,101902.06175778956,8.07645332230288,180
15.0,166.01243515321,285.8720474419476,100869.50998270919,8.368368152380526,180
15.0,167.7258820112438,284.40874258006636,100699.2652601796,8.172723824922596,180
15.0,109.58782116135357,288.303817417885,101780.57571123737,7.059211226361662,180
15.0,123.74769382098984,285.06005640158986,102125.66748202278,6.094239916595136,180
15.0,164.031210834902,287.6979881585303,100548.31576427471,5.601567824404176,180
15.0,107.62762863513528,298.4526339600653,101390.40312872273,7.820334848380298,180
15.0,168.91488914242004,293.98857360468753,100387.91664300507,5.853729323350465,180
15.0,305.42814905965696,301.36604935091094,100917.21777156046,6.426220332996046,180
15.0,225.8760959737631,295.0606564032752,101605.42356402027,6.477580689292625,180
15.0,120.9422559450135,294.7012403059638,101574.09000504843,9.350908379674237,180
15.0,326.58819444895045,299.66942770085626,102047.97629486134,5.729803143041462,180
15.0,224.17482878252954,297.8942502968667,100516.50150431016,6.949809623167322,180
15.0,45.772664352350596,299.5865773414929,101395.73257007165,7.615551398049513,180
15.0,345.2893564008952,283.3568301394018,101985.82126903255,7.901500529463767,180
