Wind Speed [mph],Wind Direction [deg],Air Temperature [K],Air Pressure [Pa],Launch Rod Angle [deg],Launch Rod Direction [deg]
0.0,320.1007234351009,292.4267081205073,100695.46342459101,9.70572005777685,180
0.0,124.01394721469141,295.0528843361761,101380.88614893361,7.470751136302031,180
0.0,272.54588380997404,291.4870922867031,101016.71484644136,9.849474237306044,180
0.0,319.8477433764844,286.81370616126014,101378.67622628286,9.664302717073385,180
0.0,46.28844502989822,287.07794761380444,101093.5540175296,7.099830887660518,180
0.0,285.2560574974389,294.95949008078014,102385.75388942088,5.8159691805308675,180
0.0,275.81648202564276,300.42958267388997,101442.17680708361,9.193706037567907,180
0.0,108.50873154805636,300.2222601564338,101981.71025446245,7.685530586768335,180
0.0,159.8981659612984,294.94481686584055,101699.49714834,5.186302768489851,180
0.0,206.70995205891873,300.523985792353,102072.10369111563,9.86986445943547,180
0.0,98.05508300171843,290.38049062844425,100958.27373727577,9.894764040250458,180
0.0,271.2907232954846,301.61567196916616,101014.48170956763,6.392425359028419,180
0.0,256.5486813239224,300.32283345971103,101246.6329807825,9.030577428071638,180
0.0,33.783344322979104,286.9822994067198,101780.99801621084,7.246984976558441,180
0.0,105.21670100339358,286.4753697831382,101215.95790906718,8.8272002916655,180
0.0,236.26218932547405,284.3242351046567,101818.212200481,9.900993910105168,180
0.0,95.72701975440555,300.54747040052644,101569.57003483639,9.603922645525452,180
0.0,148.1112158274552,296.9114564957645,101748.05059486839,6.147530857238118,180
0.0,87.64466647364206,297.5653345129613,101439.10453519966,8.488757236799891,180
0.0,93.3282939074297,299.01617979558887,102613.3259458474,6.6711670331020745,180
0.0,85.55394029047257,296.16575468641963,100397.47837688155,8.657214463698157,180
0.0,307.5586045677034,289.2332777040723,100541.70596816156,6.701378168565321,180
0.0,151.56055776173932,288.7082150996326,101107.82147958406,6.913005397551145,180
0.0,354.6161650920469,285.114833971467,101187.82991316692,9.347913725815378,180
0.0,73.55698909836943,292.5587159794399,101310.83941953891,8.133328389154624,180
0.0,60.65623232164357,299.21520162678166,101879.81769002383,7.461057376399111,180
0.0,228.78718095306238,292.9165907885265,101102.4236022937,5.381999771825337,180
0.0,326.4015092726941,286.5572437599957,101069.20641824248,8.589242460068402,180
0.0,335.1827589157298,291.3457919287544,100653.43527819209,8.587620812409057,180
0.0,149.87454591170896,293.3533246831629,100858.70473510718,5.273609375423734,180
0.0,202.52637035636027,285.64975347989025,101671.14305604258,8.581931153033242,180
0.0,16.50801290456357,295.6915079376523,101010.49513263922,5.972769935913719,180
0.0,234.3901073095873,300.7907307314752,101681.1474491762,6.197005538654821,180
0.0,107.49058872915666,301.27730577556935,101514.5939377546,8.677280278872644,180
0.0,108.09648887517467,285.1627874941756,101478.23055163199,9.310804068989583,180
0.0,70.4452102187954,285.2790347509059,101351.2431104287,7.545204398153361,180
0.0,309.02457267447596,296.3949952010279,101135.08546190754,8.51424935092956,180
0.0,271.2939302614379,284.50339427322336,101374.05491433348,9.944125694793197,180
0.0,84.92229740465261,293.29428790883065,100896.01387675249,7.255332613475687,180
0.0,304.11173535315936,289.0525696004147,101991.26304739699,9.407799519504124,180
0.0,288.1994066190631,291.9154061076027,100929.05419737416,9.848086955272228,180
0.0,103.40049145996794,289.96626652254656,101292.7806257586,5.438034705898087,180
0.0,130.3356641932747,299.236257850962,101271.5610738493,6.904555500409289,180
0.0,225.4174567251754,297.46934179863933,100490.43946757037,6.166396968071589,180
0.0,195.7685964328036,294.9223325244197,102081.13874310473,8.90019880739951,180
0.0,265.63156071843395,293.3745777516289,100951.34627563106,8.82890443205544,180
0.0,238.3274094521928,293.00632882005317,100673.52807459456,5.59720835450768,180
0.0,253.94693779580257,290.11756159987095,101598.99649386705,9.025996550601928,180
0.0,264.2363157743037,289.57370381746307,101606.98427002809,6.9293720085382695,180
0.0,172.04596647351778,294.64120683677066,101391.45470700956,6.813222659228704,180
0.0,118.32539764719505,285.3132455444304,101477.50674638344,9.38882629107411,180
0.0,221.37902261751609,296.2279026477229,102227.04303818187,7.288244397513942,180
0.0,344.9065506548188,292.34643758318373,101614.98783544685,9.385252751529602,180
0.0,149.10762066311315,297.64593832395,101009.42075130594,9.180675769378116,180
0.0,329.77299118334963,287.6608795514573,101951.59132325984,6.027488125811626,180
0.0,305.1505404184159,301.7536316371066,101573.52537057184,9.093894406375473,180
0.0,110.41172504491074,295.95382925202824,101236.23815876707,9.502560953227567,180
0.0,153.40529415714886,289.72595288323765,101913.96739010961,6.693003170530877,180
0.0,144.8499580252361,284.57476079512253,101307.13821926463,6.158352602723211,180
0.0,252.74854721092146,291.1769462253168,102026.7132757828,5.755862118235661,180
0.0,24.296158349113917,299.0135588392876,101986.53339502512,7.818222812512165,180
0.0,322.73767889589203,296.2643448085194,100722.03064909554,9.54101226518242,180
0.0,344.43485179984793,297.0754492420495,101538.53402728752,5.901521410885299,180
0.0,358.76888301575013,297.90705930695975,101466.73502024358,8.618454410406835,180
0.0,312.4566980644124,287.843917682,101453.59953530606,6.564470957649673,180
0.0,44.27029437461238,285.4554395107359,100273.68922509886,9.570604321383259,180
0.0,270.00703134487736,287.08799658229003,101360.42213393822,6.880204981298394,180
0.0,253.5393222977747,301.8745697517767,100654.8668631716,7.7283819557700735,180
0.0,243.00821088433483,286.1988283595054,101249.90894511723,6.783140702800826,180
0.0,268.1044903614075,289.6599591917928,101085.26931276488,6.703288361191507,180
0.0,246.61943831618885,298.7992047164448,101561.75427801616,5.583581427567405,180
0.0,173.29512760059404,301.39388669362603,101172.20078601816,6.853128161397265,180
0.0,153.58862530094208,287.2663504490049,100622.75395052283,8.412498568606996,180
0.0,13.752105643405867,299.3683724224627,101403.70047787366,5.9148422684007835,180
0.0,140.7630064472081,297.8214567593106,102137.19508166632,6.461144356453113,180
0.0,43.220543663769774,283.4260714080507,101213.44747392758,5.624242981290217,180
0.0,350.47725807134645,301.6243700829971,100909.3907807408,7.566015425530805,180
