Wind Speed [mph],Wind Direction [deg],Air Temperature [K],Air Pressure [Pa],Launch Rod Angle [deg],Launch Rod Direction [deg]
20.0,20.827408292231617,283.09381399392953,100834.54457272639,8.538052095684508,180
20.0,25.808368495709836,291.1217914105764,102238.92090097659,7.439328913822961,180
20.0,349.0022123705202,291.20070809814797,101453.68592866145,9.42165767312369,180
20.0,165.06158251299541,292.8614094164647,101820.12265287402,8.00181124402056,180
20.0,335.1913029047473,289.344275142498,100865.77051269753,8.68792796436068,180
20.0,36.4849587633791,301.16840258110665,102190.56263472042,5.337466882210752,180
20.0,77.97741227459868,297.0172863556956,101781.15444882997,8.69777745394541,180
20.0,93.22153908781938,293.6096598803916,101644.42755777582,9.681837238465794,180
20.0,198.33319132694976,298.0300122678245,100407.56420952735,8.362331711344622,180
20.0,35.90477576646243,294.97370588335104,101379.19033926197,8.550693724476782,180
20.0,31.286980241802294,299.63862476164206,101055.22683497092,5.376706908337338,180
20.0,356.0326063886963,300.1967416251488,102194.26688230896,6.6968576582443395,180
20.0,312.0811928137789,295.34903747255447,101515.68383620944,9.099239729049346,180
20.0,76.84306363268881,290.6701753158669,100499.1058862509,6.134278799143046,180
20.0,276.4232089723768,291.5318931290778,101112.3441019313,6.9455933711716655,180
20.0,331.87244250891314,301.13121085303095,102173.45287687682,6.670756578317195,180
20.0,228.24600323588692,295.909708570281,101740.01764855345,9.654162030299728,180
20.0,232.69421582164875,297.97664824430166,100858.15507704795,7.825414446007977,180
20.0,272.04917465560607,301.8159754609269,100747.2939734973,6.567197573928697,180
20.0,52.8333488515112,297.15642073864245,100712.36347266451,5.106147029868272,180
20.0,47.16998755880683,286.78333821181906,102469.44561601234,9.115345460243445,180
20.0,280.90369251304895,298.80647457667493,102076.0986523145,7.472731654959182,180
20.0,205.08111677158723,283.0429033751422,100188.20816125108,7.86124043369534,180
20.0,188.29856977210088,285.17803481881447,100711.41824502643,6.1726073128646055,180
20.0,196.04616095021504,292.8938720511525,100960.62446705405,7.692886073360137,180
20.0,28.743876225191816,284.3998250315979,102000.50990157727,7.525246334951855,180
20.0,26.951179833779012,284.3701596240685,100948.75922513175,6.058327704742132,180
20.0,335.26078201553577,283.6764667113333,100517.94013810754,5.76437897769577,180
20.0,119.80363424436435,298.62216889390527,102211.02883086236,7.4542898533952044,180
20.0,313.0019660406608,301.68348421761675,101581.40010229115,5.970325143018126,180
20.0,211.6794121486008,300.2262790143784,101180.28733854383,8.40846527772667,180
20.0,299.8062776621871,288.9827015900269,101116.92634361718,8.868355936147971,180
20.0,88.8190075765243,294.6275736356536,100678.49300107185,6.86176106687567,180
20.0,187.83252682316484,301.6386963551633,101512.92053581456,7.0017070799447705,180
20.0,215.64204160624254,286.550927503245,101278.09217595139,7.423390287132679,180
20.0,137.97457685886113,285.5207584651991,101816.0603333148,9.297761800651472,180
20.0,263.01352328983205,286.99134034174745,101525.08596855449,9.18635988021672,180
20.0,123.65403998911422,288.9033504137294,101161.97184239361,9.3531227680254,180
20.0,259.1488938261091,296.737267988067,101203.63032973428,7.69883398084751,180
20.0,256.24041534171874,283.6470171375726,100912.19034032957,9.394461174766084,180
20.0,254.35276138905556,300.7959809671548,101098.59206218326,7.657032658305257,180
20.0,67.31080348711376,294.9251240803788,101201.84883999794,9.015549694680992,180
20.0,1.2599911673138786,284.7457945068199,101860.58964295375,7.487159228566273,180
20.0,353.1719524495296,296.9388353695829,101020.12795465472,8.963850507861352,180
20.0,130.51564445756435,286.5539258853648,101259.56929416087,6.3202531461930045,180
20.0,86.08672252149042,285.55622026025,101348.99708090635,6.153198044967048,180
20.0,151.97826208508823,288.0056439564834,101074.1918542784,6.794345793353022,180
20.0,343.1404128655558,286.1932171771054,100745.27712782122,5.565487737348155,180
20.0,92.46869760825282,284.7281062495141,101196.33187418609,8.968352610152287,180
20.0,46.896504163627554,298.272013572095,100811.51492284646,8.134786536252065,180
20.0,79.15397383647186,299.0147101560793,101141.16591539505,9.11709445171784,180
20.0,81.05585722278974,294.26839328516667,100988.36873929093,8.256183022518673,180
20.0,51.93374557412629,285.0146876822673,102026.77737577613,6.065292676934106,180
20.0,133.27158777730068,288.4322920050983,101750.04016794708,6.519093118147715,180
20.0,218.21237163175041,287.37725847181844,101178.19871047315,5.392653768731388,180
20.0,101.91407317785709,283.2120019855371,102054.25098056659,7.369863260778747,180
20.0,145.02284933411235,293.33954433321065,101007.14499493617,6.019569799596069,180
20.0,174.6689276749534,291.89220628075526,101988.54737500091,5.657325324663674,180
20.0,327.7538022123542,288.211092071445,101523.09021032052,7.541399341143708,180
20.0,140.98210634207732,285.18010830143,101393.0912498886,7.0192005686772925,180
20.0,335.5892492870458,285.297667104807,100143.53436113316,6.6860807670748486,180
20.0,51.34424176212711,301.91775223423326,101488.3256026989,6.708335961345717,180
20.0,93.71762946120644,299.0042783744205,101343.57341168215,9.232032023590081,180
20.0,145.04441025286536,291.42983386922003,100947.36979015193,8.51753345104932,180
20.0,356.8778095565742,300.34255954336413,101236.6680858438,7.019396081800815,180
20.0,250.73051431051843,295.518731787167,102020.42024418937,6.47245078026476,180
20.0,102.9230764424035,286.4837890931409,100869.83163432384,6.852097045929821,180
20.0,289.1131344615197,292.7771306213887,100624.10222206514,9.586392272802925,180
20.0,43.30361563950177,292.3004901773035,101167.16849880818,7.244735555333011,180
20.0,15.654335716744558,291.4395060603816,101299.43465305679,6.086184590952244,180
20.0,128.18650649369684,284.947895713813,100720.89227793524,5.012104742051759,180
20.0,304.7781371538222,296.0182357767402,102035.63459539213,7.633796616245679,180
20.0,75.79306635919264,286.5865680288951,100812.38756266054,9.392838574820969,180
20.0,69.334265576316,293.26185903331685,101000.31274473075,8.381053501008257,180
20.0,314.7346018836009,294.18789588539875,101171.24564716901,5.612217997489849,180
20.0,98.65329476264142,293.7755313697089,101478.99539810562,5.183760226963296,180
20.0,172.70984689228362,293.15322714258974,100975.82345892624,7.386397350972392,180
20.0,281.2396171207543,298.18479168617773,102072.64094438443,9.887075419008603,180
20.0,147.1798389461731,291.947778653055,99888.7950492221,7.716339910192526,180
20.0,131.00641965542528,291.6434407613031,101447.8254810768,8.505995653273551,180
20.0,226.51138940575362,286.7501027805795,101923.60705819515,6.877559184062058,180
20.0,208.46390039176927,300.51593125394436,101243.33094993445,9.25532099321124,180
20.0,349.93288313950535,285.6424328966107,101541.23686670912,5.656256608061788,180
20.0,14.319673175770369,285.8823738651371,100833.09390895249,8.516172252347864,180
20.0,221.2617475864215,285.7036963399865,101995.22422312137,5.6458050840857545,180
20.0,34.2237956051443,284.6717807818004,101720.59596198089,6.3394960196056,180
20.0,72.4369371852907,287.284973076021,101786.68792587874,9.995578674312277,180
20.0,303.37448862390517,300.4064262774561,100733.25692655507,8.896712747861313,180
20.0,213.39508118103493,286.59609283796976,101404.00434192109,7.36889565884058,180
20.0,74.4424095939796,284.0559115444854,101546.43128370507,7.243337571556069,180
20.0,122.6150418130722,294.6912509652392,101006.17145591191,7.909006923713617,180
20.0,155.3805175368388,283.73559607365877,101641.64747125174,6.670570191899433,180
20.0,308.32650504008865,284.1737083553634,101526.87166271101,7.1310151255359955,180
20.0,309.2243493680289,288.3167179240633,102352.3121336491,5.086130878116136,180
20.0,279.1173614970554,283.69965430484245,101849.13969496718,5.776809271127423,180
20.0,104.73191763509561,283.7840814028736,101103.89928532261,6.5620252971947926,180
20.0,82.2516106198721,288.24797630486506,101154.94168316961,9.126576045771621,180
20.0,51.389231781771585,301.0126532848874,101017.82886241427,8.833232341422432,180
20.0,223.312064243313,292.8333130739275,101214.51742819346,7.4960361768858474,180
20.0,163.87760193110148,301.848998485915,101401.05189257086,8.825126035398284,180
20.0,27.68482237319349,291.7097820087465,102035.39035061086,7.10425440329497,180
20.0,310.19229140114385,293.75839083609003,100828.7885262282,6.100590559728444,180
20.0,116.56139335158477,297.46064150570766,101323.72399985073,9.815360538044763,180
20.0,72.45027030055971,297.6697355454747,101570.81078152469,6.622955544796,180
20.0,247.75645174653462,283.0633560779852,101671.83914816196,7.457366902728094,180
20.0,126.39266661826994,290.276179608193,101575.5269234786,8.203189271355017,180
20.0,234.18208004418523,286.015578348424,102406.9143808332,6.466095016404103,180
20.0,82.33905291167014,296.1380276142047,101679.0747427331,5.6553359728209065,180
20.0,287.87004969649183,283.57240835569064,101777.6322567389,8.965669703015186,180
20.0,245.62135439748045,283.6220910773975,101472.94575882243,5.130891381787466,180
20.0,56.11832422463512,295.7184113335293,101064.37918350565,6.53906745974499,180
20.0,353.4600609872964,296.30929993902845,101764.61148611398,7.708482693259247,180
20.0,259.0929976949955,292.88795852808704,101010.99320316913,5.454732108926856,180
20.0,225.68859439569107,290.99933419688074,101656.09896562809,7.701490698740196,180
20.0,127.1518012761843,297.0172095818665,100524.07240199129,6.672506133370696,180
20.0,325.1405387463572,283.79493581616606,101121.55140420048,6.826503227404115,180
20.0,176.79078482441184,294.5655189026617,102332.03844698335,5.628218271249499,180
20.0,10.131311845900806,286.59196812617597,100947.81827942329,7.44772698923324,180
20.0,355.4635478704127,299.57627108244253,101020.72246333418,6.633868111031347,180
20.0,298.03947748333997,289.6732097569065,101092.27208024528,6.577262951383677,180
20.0,50.47543288064111,290.9174873747474,101494.87522966752,9.871726370092203,180
20.0,358.4822312407634,286.36893704446646,101377.1554587545,5.349774433887255,180
20.0,78.59032973213874,293.86932872157996,101490.06120523255,9.68594050239983,180
20.0,283.4181034771928,287.3057501328621,100952.90049804143,7.226564850587859,180
20.0,305.6494392792968,298.8212491657647,101121.26276685158,9.085702666897777,180
20.0,120.50704466607766,283.8456001568444,100964.66570956536,7.728707611851583,180
20.0,187.14016596994085,288.6525276647384,102020.7229217894,7.612236696373985,180
20.0,70.04601573648688,290.7646447172239,101709.59019908185,6.775437070653458,180
20.0,87.53658125400653,292.50086263137626,101952.46522292653,5.0612560325987985,180
20.0,170.25696908613142,292.8733950824366,101190.40979646466,6.280327909755593,180
20.0,62.09583152599606,289.4324849386753,100683.15044081974,8.713395367997325,180
20.0,44.57078721567315,286.44559038027836,101665.75063274312,6.993571922712229,180
20.0,31.516692669319855,283.17903024550463,101289.84263033743,8.283942924262078,180
20.0,260.33498367520957,285.6804541852574,101028.1205436139,9.073124275485952,180
20.0,172.37510359308652,292.4269316902827,101548.02855327714,6.194298578400814,180
20.0,41.846444895698966,283.79575994862216,100809.72995636643,8.563864204227205,180
20.0,299.7260584952582,285.538373804794,101566.03962889775,5.545023021575076,180
20.0,142.39817129199764,292.58472740577236,101382.48345813047,5.964134776856428,180
20.0,316.3851384844589,288.514527885856,101792.85535353071,8.290290408554702,180
20.0,284.1154102930571,286.77963606945724,102320.77891938813,5.639448601294693,180
20.0,47.949943304101524,298.63727045624404,102097.31749803576,8.914566473359063,180
20.0,282.1480563150699,284.8697017469831,101663.79683327221,6.315935203024008,180
20.0,123.99738155054034,284.65781830917916,101111.10495727089,9.291929808234732,180
20.0,226.69942044828665,289.91878013679053,102108.71100636639,8.500999369849316,180
