Wind Speed [mph],Wind Direction [deg],Air Temperature [K],Air Pressure [Pa],Launch Rod Angle [deg],Launch Rod Direction [deg]
13.0,296.47012076898227,289.94307802630095,101170.11757097287,7.308007980761289,180
13.0,318.10716062195166,297.539622123003,101828.17597243012,5.534634142448867,180
13.0,112.208779576005,290.50270933628417,100384.73834100812,5.960704173417434,180
13.0,132.43638198103395,300.32467529956756,101067.957618413,6.980183593688503,180
13.0,57.21367853518703,299.5764250305361,101480.59778384944,9.917002358763877,180
13.0,197.7908082481925,293.18612991155277,101463.66010085666,6.774555536832721,180
13.0,163.00689188746531,288.0658668542679,101676.60530952773,9.441366400408873,180
13.0,121.5871722936765,284.99257204468705,101032.01108067234,9.554977614329532,180
13.0,6.978996215665472,291.6845005583362,100991.87575236498,6.537225971350641,180
13.0,341.89979142169756,297.94595367270153,101903.55731599372,5.831545423247932,180
13.0,260.49873630837857,297.4747510170962,100957.14779916384,6.761208178591169,180
13.0,96.89434623549839,292.3154866356222,102379.40449536372,5.7531898069303,180
13.0,257.3064068766284,287.110270900111,100647.93092562039,9.447570574873872,180
13.0,69.81249261846314,301.61559265824377,100787.89170744222,5.776444802722273,180
13.0,152.48827836398192,283.2521017535617,101659.48783249955,9.145259162587852,180
13.0,355.4510497829961,294.44310549300405,100980.39586192343,9.75828790833688,180
13.0,298.79065958853903,301.42313049783337,102055.30302601977,7.026186850337272,180
13.0,30.57870779184458,283.0037363267301,100037.33012824372,6.72315457702641,180
13.0,338.18603857521833,301.25432617540264,101696.54626656589,5.68283781702207,180
13.0,12.586468077276539,299.422799092445,101775.8125593561,8.006971751163812,180
13.0,195.2913364483366,290.19735255684844,101446.57341296485,7.501643185087529,180
13.0,172.493811586755,288.8581456967715,102613.84108875977,5.557735314233896,180
13.0,258.6166369683453,300.26524799105323,100289.47517520897,5.318312642587252,180
13.0,243.9856471278547,284.0385982816064,100555.5022571216,9.143883219538148,180
13.0,132.7941306204079,291.98502552961816,101372.11335236771,6.173761703299988,180
13.0,232.09440714956628,296.1471097997232,101220.41007972098,8.448585972339984,180
13.0,35.75173811709177,287.01054765476533,101488.42843176608,5.594822311047303,180
13.0,128.26518164170804,288.0553167102663,102201.08105825106,6.851728981800325,180
13.0,205.37868634663215,289.59227624643165,101055.23010719044,9.280996204034537,180
13.0,348.46192450819916,292.2036887229549,100941.68014398022,6.327258704007148,180
13.0,300.99753532928366,296.3542873010475,101575.60307525712,6.600580755122757,180
13.0,335.39746915877856,291.8291826097562,102875.3344465085,7.692392959550853,180
13.0,232.1971273597068,290.79043121246383,101045.44406591853,5.726724407119962,180
13.0,201.21596046129287,284.5903279735316,100873.35148839079,6.064296914161829,180
13.0,318.75105543019225,299.1211820640684,102091.83963603637,5.278606650573182,180
13.0,270.67114597694155,292.0482798661749,100761.26772121698,8.346331163654694,180
13.0,92.47687858080262,291.6522308193648,100759.69732537001,8.59177126935355,180
13.0,30.713201644525164,283.60395010259606,100285.90983584453,9.08185995062488,180
13.0,261.7323562151019,289.37988004205874,101632.3063340734,8.948898299594417,180
13.0,264.1012749781745,288.7373805711912,100176.496277974,8.620166356133362,180
13.0,316.5216037077726,301.2949961180119,102334.60249387554,7.943141579526852,180
13.0,204.63450235012644,297.7655548263302,101103.04981543055,5.702517801598169,180
13.0,323.1963037311023,287.0078904013822,102998.68180469779,6.600449621287203,180
13.0,13.557001148882716,297.1065673457024,100902.06324332074,5.187093882960262,180
13.0,35.617528892048156,297.33200300225076,101821.67221332493,5.231245615527313,180
13.0,224.13239823648036,285.10319522131454,101374.1660560439,6.570520388091012,180
13.0,190.98969939155455,300.0740919306609,101226.8473780427,6.340004437366584,180
13.0,291.3106280663084,294.3037427316553,101184.26502143427,6.4784485698945895,180
13.0,80.7566262362387,287.9681086339752,101181.36172963974,7.873031834175399,180
13.0,53.27576708805649,297.75761956056516,101472.12849602482,6.319637815699183,180
13.0,135.3158824982099,291.60907425428906,102044.21498862814,6.821547450570712,180
13.0,297.3707660986685,297.18947888956023,101001.49897913371,5.34465886232471,180
13.0,232.01335713773176,283.57951563973955,101088.66393413504,9.883585548045316,180
13.0,205.63156870423182,286.1638400073243,101346.86582597262,6.525049833360112,180
13.0,66.17601959025774,297.8182663171484,100876.7937787515,7.609340658026495,180
13.0,11.390579318805045,297.60515102566393,101106.59365149187,7.830803808259546,180
13.0,110.96950570233649,299.45470703040934,100830.21839776602,6.130572485193525,180
13.0,224.35968147068576,301.1033213377052,100781.68456223671,6.641424445430237,180
13.0,5.684883582878131,289.5288519769811,101741.56720642242,7.020147415423043,180
13.0,353.77065940198884,287.7841371580393,101650.06389197029,9.534020930450046,180
13.0,298.12312982348857,297.39654916430004,101652.71598198256,8.565424282553233,180
13.0,89.56848332467177,287.0305034543064,101209.49854294679,9.597812769109545,180
13.0,335.5038924501422,295.6402954115301,101085.95875878056,6.061531688712236,180
13.0,336.73934189609395,300.9234100704701,101645.08150489262,9.965544218331425,180
13.0,321.4805436839848,297.5266094369156,101696.75389255943,8.303338740358909,180
13.0,129.82205028713375,287.2668601998652,101511.37280608383,5.883360532796999,180
13.0,320.04185263674475,293.51846148144983,101968.2548402177,7.0552501108623,180
13.0,259.64503122785754,291.36954682973925,101470.79171375532,7.394395960273362,180
13.0,206.0954396634694,289.68436807523705,101396.07177673499,8.338821587378426,180
13.0,70.58795131659525,298.22041500456453,101115.98834466009,6.096693702213091,180
13.0,4.17689439618961,283.7533765665049,102202.39404983883,5.5583775781318945,180
13.0,108.84956557588691,299.9075082863278,100221.8963790235,7.480018308119182,180
13.0,269.9580115251021,289.8801105990122,101689.52387958612,5.103763110227197,180
13.0,23.30685960139323,292.3950416851777,101810.99504122602,9.660527446231484,180
13.0,321.7165322404064,293.50659861747727,101402.12797106092,9.625450969119981,180
13.0,30.893194817660312,285.5927370852257,100999.4690898494,5.478724340640428,180
13.0,107.38462172842935,299.7534463257792,101001.07717675579,7.1816269962237635,180
13.0,313.9904300687348,295.3382736224421,102497.46181735978,5.564011125666394,180
13.0,150.59296513138193,283.06280796589357,101806.68840419532,5.565615154763754,180
13.0,0.7558060503541331,299.2493204353556,100607.63830327196,8.01031854106185,180
13.0,78.0542323343024,293.6555081067049,101410.11971456448,7.375451085512072,180
13.0,312.67895023565785,298.0382674048106,101522.4609799357,5.690498873191798,180
13.0,350.79217201028285,299.55158129953475,101089.90627752728,8.98015538459345,180
13.0,56.669565481974516,299.67068465058287,101318.57466911776,6.681763545532896,180
13.0,322.18842666636937,301.08702430481407,101719.72110071647,8.685270523839351,180
13.0,280.52924797004806,284.0137110099916,101898.3372142135,9.513257105323117,180
13.0,125.81881197880922,297.6892031741518,102158.41202743218,8.153184201373488,180
13.0,1.0148284818532893,296.1733700836765,102406.27725131022,6.090538960556396,180
13.0,214.84637720521388,283.9023528428757,100648.23344010273,7.561562652929174,180
13.0,351.4449361563182,301.45013294027274,101767.7715514648,9.978146519574235,180
13.0,126.78704042892028,292.3457134155265,100811.14458821827,5.713611957011848,180
13.0,282.4730280605971,293.8283799352045,101799.1494462328,7.501579464390459,180
13.0,40.84135148668241,290.45187727386815,101667.44335228625,9.346561618452382,180
13.0,173.924323090232,294.4825801848346,102373.98881755787,7.940961162065291,180
13.0,196.75272611322328,283.26492248485846,101168.01094908925,7.173012645384693,180
13.0,164.68913620763334,301.76811502208375,101449.7985670796,6.831303779855121,180
13.0,167.61372415463612,284.78953292291095,101676.33329268139,9.583607874110198,180
13.0,285.0049530289164,300.8556846605622,100883.71053161613,6.585415192382708,180
13.0,277.545244882199,284.8064385507972,100982.29068129262,8.859957495617419,180
13.0,86.35037623894155,289.54142141751606,101472.23775072151,5.697627090688874,180
13.0,135.99952549377883,290.5097964566935,101332.96341625255,5.988109219461545,180
13.0,112.43227774853833,287.79526553027284,101102.36337258744,9.916984192677175,180
13.0,192.51874898019616,289.9031878491414,101857.38864278347,9.449820661506699,180
13.0,186.54080287733373,293.851171509987,101485.46302519793,7.399246576495005,180
13.0,316.09608767161353,292.51430539994794,100876.76833895392,7.217638922636915,180
13.0,105.98976035363225,285.75664341676844,102388.91269888773,6.5130296708210995,180
13.0,339.9778870872633,290.94224668644165,101731.36797839195,7.4038121003260695,180
13.0,259.2214517710375,291.18452116542176,102279.755490846,7.484519424519343,180
13.0,325.97542395912734,284.0988532380801,100451.15421791592,8.836187229967642,180
13.0,283.12570421877956,292.6221453202589,101451.66051542708,8.886858051970359,180
13.0,150.93879629174359,299.9500135721485,101429.45083588768,9.874379993784176,180
13.0,212.6856954203735,295.04991370515654,100724.85875701768,8.438492770669834,180
13.0,121.7547978572459,297.36359000767635,101442.42584302959,9.333617605668062,180
13.0,259.913106968325,294.1501160496385,101441.22383684572,6.246977117006541,180
13.0,310.7802512644025,295.4689473662254,101371.12864639689,6.402781829630256,180
13.0,78.73651466905017,295.16781962063277,101710.65339319408,6.681870477606301,180
13.0,104.5757221915926,293.91392813452137,101154.43566184623,8.49271473526724,180
13.0,323.68310643450246,284.132214966431,101291.45508881214,9.325110761371283,180
13.0,11.623054682600413,294.93220427921256,100775.79235725623,9.466265895244813,180
13.0,96.28709090215706,297.4735442276632,102435.63755470829,7.620288611094312,180
13.0,244.63695357851782,295.2620256961994,101046.19171519951,5.0018728617146015,180
13.0,9.853251528957262,297.281090165808,102159.60073862309,5.573494417412228,180
13.0,113.49822282948892,300.38572855698914,102379.0486874829,7.519762124279914,180
13.0,99.70877895910279,291.6095420429654,100533.04944725546,5.594203828966326,180
13.0,282.5978564097505,285.453890651135,101033.0236071294,5.380516054045293,180
13.0,231.6002730051503,300.2887728722392,100598.8832584879,7.701743591857582,180
13.0,326.5555678705955,295.37582262566,102150.2064848075,8.437930009218407,180
13.0,150.30109268585622,294.38497506277776,101592.98695815209,8.152755666328455,180
13.0,159.93562089203186,301.14375459243354,100569.13658555607,7.231369526519241,180
13.0,19.199540231405848,300.8303968880314,102684.34590580517,7.500652407081773,180
13.0,236.0216674755665,289.2614850230594,101346.94937647863,9.613225948149294,180
13.0,72.38553315018427,294.2316347804753,101094.61935573847,6.7530045809066355,180
13.0,269.89723177176126,293.95222409167906,101115.59488030364,7.976591197856714,180
13.0,257.25336035837535,299.4751536999689,102474.50157201993,7.802956282815252,180
13.0,47.44767686157255,293.8336211304666,101140.62278207175,8.732496966017552,180
13.0,102.08208410012172,284.1974467876491,101608.41833036729,8.373965723136418,180
13.0,194.21395026522165,291.6793466316805,101498.32865603275,6.93510900520666,180
13.0,77.27473126286546,287.8399227564023,100594.94268249167,5.770000746812636,180
13.0,47.234985410199805,283.37486731542873,102032.97946390037,9.174409013415051,180
13.0,285.7129644166994,290.24929078841626,100704.91173413256,9.819491265560883,180
13.0,295.6367111910307,288.74256653633086,101852.050881502,8.903545912798585,180
13.0,209.27759559247139,289.94498482451746,100874.37800385102,8.542456613437656,180
13.0,153.39367222078667,295.1245291969193,100974.30486692104,7.716764965966435,180
13.0,26.673017235323808,298.07236232511707,100557.5502809191,8.363404789423981,180
13.0,351.3667527049139,296.1534528956113,101116.49604650105,6.727028943133015,180
13.0,245.6799303466578,299.711397184094,101776.73193773725,6.555440028481944,180
13.0,290.43033467952864,289.1950099780568,101905.96931276147,5.654052176005957,180
13.0,76.08330937418914,299.73824669449453,101346.50928636783,6.28964699116232,180
