Wind Speed [mph],Wind Direction [deg],Air Temperature [K],Air Pressure [Pa],Launch Rod Angle [deg],Launch Rod Direction [deg]
5.0,121.05909388005061,298.96696069001086,101113.51722112043,6.885950773271996,180
5.0,95.73286738523865,286.6569213976791,101257.39526765571,8.57540661906099,180
5.0,83.58847304920037,284.8015924344908,101234.27818689725,5.601030133471184,180
5.0,344.1258429482088,289.0560282721068,101219.53321937856,5.359396231657368,180
5.0,348.13801030434655,298.90887943055264,100916.80756314103,9.169770441141745,180
5.0,292.1661780628545,295.2761311822069,101718.1029901328,6.018212318257097,180
5.0,36.59140812512532,283.0409139565486,101400.64002430573,7.786915161997211,180
5.0,25.96612309059732,293.33843705241094,101447.51453776773,6.306385889661997,180
5.0,268.0981377830856,299.92369807700595,101119.91783107567,6.9784194611819474,180
5.0,198.35169452164004,298.29977741956225,100612.63274905774,6.933482415968777,180
5.0,299.7191949724334,300.2984754377829,102433.59866681191,6.805115198953726,180
5.0,326.17880631416216,296.42290029801757,101610.84645296104,8.73648628907787,180
5.0,257.8665060635028,283.95662294588004,101071.75560794996,8.515205358659912,180
5.0,4.355226848699698,284.7815247879736,102432.88009552631,5.427443075689052,180
5.0,172.22410456431004,287.1344494880286,101669.28311046532,6.237600552059519,180
5.0,216.20138431654578,291.6291781441323,102022.02042138981,9.161252151614686,180
5.0,167.8936375910082,287.783578142604,100453.25807088827,9.452732704127095,180
5.0,307.23696238633323,295.49652324935926,101443.82714775659,9.432899092456509,180
5.0,29.974679725507364,301.09335706712346,102112.0839487856,7.317997065668864,180
5.0,278.8870157407565,298.5324645522005,101536.60962210597,9.919291517718925,180
5.0,68.77225308596057,299.54424312146637,100043.02193304211,6.016385916014974,180
5.0,15.567211294240648,289.5199135682464,100913.41023699085,8.591329988434053,180
5.0,86.94113690449724,301.7284663209744,101560.59852031297,9.592303016331938,180
5.0,100.48444684513524,293.5965233754579,101985.70131437731,8.90944819817977,180
5.0,32.9954595373782,293.6239729439355,100930.86803014438,6.0067876917266085,180
