Wind Speed [mph],Wind Direction [deg],Air Temperature [K],Air Pressure [Pa],Launch Rod Angle [deg],Launch Rod Direction [deg],NASA Nose Cone|Mass [kg],NASA Nose Cone|Length [m],Bulkhead|Mass [kg],D-Link (Nose Cone)|Mass [kg],Nose Cone Shock Cord|Mass [kg],Ballast|Mass [kg],Ballast|Mass [kg],NASA Forward Body Tube|Mass [kg],NASA Forward Body Tube|Outer Diameter [m],NASA Forward Body Tube|Length [m],Forward Coupler|Mass [kg],Payload Aft Bulkhead|Mass [kg],D-Link (Forward Coupler)|Mass [kg],Forward Bulkhead|Mass [kg],Payload|Mass [kg],D-Link (Forward Body)|Mass [kg],NASA Middle Body Tube|Mass [kg],NASA Middle Body Tube|Outer Diameter [m],NASA Middle Body Tube|Length [m],Middle Coupler|Mass [kg],Foward Middle Bulkhead|Mass [kg],Aft Middle Bulkhead|Mass [kg],AV Bay|Mass [kg],D-Link (Forward Coupler)|Mass [kg],D-Link (Aft Coupler)|Mass [kg],Main Parachute|Mass [kg],Main Shock Cord|Mass [kg],Parachute Bag|Mass [kg],Pilot Parachute|Mass [kg],NASA Aft Body Tube|Mass [kg],NASA Aft Body Tube|Outer Diameter [m],NASA Aft Body Tube|Length [m],NASA Tapered Swept Fins|Mass [kg],D-Link (Motor Tube)|Mass [kg],Drogue Shock Cord|Mass [kg],Motor Tube|Mass [kg],NASA Motor Casing|Mass [kg],Centering Ring 1|Mass [kg],Centering Ring 2|Mass [kg],Centering Ring 3|Mass [kg],Drogue Parachute|Mass [kg],Ballast|Mass [kg],Ballast|Mass [kg]
20.0,105.2691078057773,299.4799565756586,101151.16798197653,6.406400373889775,180,1.3864519454312563,0.6063425922404999,0.09143924191022253,0.032880595297816596,0.3136808267868418,0.0,0.0,1.1086813078131736,0.15589119036079127,0.8402127578232725,0.34714630639429606,0.09668820238909273,0.03162679938848104,0.09241359106773074,2.1215283461182564,0.0330626958184087,0.9715806801063668,0.1557114337587271,0.8011875233695221,0.36247800604220987,0.41764235067226185,0.4576383569954789,1.5899785884747186,0.02843397186356148,0.03284665852413202,1.432872694198101,0.433792449606445,1.3145852918578147,0.6338841209444382,1.3889663706988353,0.155343617871976,1.108198274195366,0.1776984127555018,0.03048501794066452,0.2489405556721931,0.10440225691990603,0.6248078319097302,0.06392984521159209,0.06580250898831454,0.06496577043273703,0.5731323163402702,0.0,0.0
20.0,304.7726367875031,292.1715478960242,101146.87024589904,7.86452003687726,180,1.3180292925294304,0.6093566302933965,0.08936872989084255,0.031316022798781484,0.28619923197334574,0.0,0.0,1.0624331202342563,0.1554679345674457,0.8356170115628702,0.34613963462161274,0.08868471769128355,0.03290395916564983,0.08842734366814621,2.33615431509289,0.03263114971206474,0.9842644419631391,0.15525149282480355,0.7991220295915217,0.35976438977620945,0.46582082019839854,0.4613788418061928,1.3254873424447822,0.030629010897892345,0.03304455932495011,1.4850037010628532,0.44895692049402536,1.4456013034731934,0.6712188378693131,1.3153444722033547,0.15532676151670669,1.104046370323315,0.18947973463952017,0.03187039072596685,0.2212125987860411,0.11400365896324728,0.6085629199473429,0.07313660814762186,0.0622868173106757,0.0702860468016798,0.6163583071887694,0.0,0.0
20.0,298.29830013565856,285.3970473800087,101475.44184260811,7.057294178609969,180,1.3544978745196457,0.6069046518571314,0.09276138262994896,0.034064690150781105,0.31182004792782886,0.0,0.0,1.0190502200910645,0.15544837083096252,0.84198826173604,0.35569886916719584,0.08578654208731408,0.03296889497645274,0.08256038512064719,2.4340510337538217,0.03254905428057495,0.9084145518472542,0.15523409381265188,0.8005124301858582,0.3697286765816038,0.48807449799959945,0.4778511657803621,1.3531535634829774,0.03187362929258178,0.0344941744882693,1.5395766067636274,0.4177359924431615,1.3875360215907324,0.6173451397025875,1.3437634188801026,0.15557590108330233,1.1038532768438858,0.16304318675349994,0.03387075594176994,0.2373623611657358,0.10432691927566716,0.5978533287523046,0.06987763977033085,0.06773124726222096,0.07351925777714002,0.6419643592829792,0.0,0.0
20.0,309.2466592551922,297.8072850569647,101875.99442123565,6.10973026353297,180,1.3593845776122926,0.6124278201274491,0.09058463666119194,0.029698424284190485,0.31877324279337743,0.0,0.0,1.0822422090572192,0.15507223267391124,0.8397225565415349,0.362471581312989,0.08836569255860346,0.033644467568106365,0.09135178358019394,1.9713745050817348,0.029999216632845535,0.9937324377193413,0.15541510285388135,0.7992873454918393,0.31731003604139374,0.49093194206006496,0.4990236665369328,1.4804321849251587,0.03230747331825175,0.029087439380518047,1.4859245587801213,0.4817617844077424,1.3415210760295282,0.6169716247730451,1.4842656548513842,0.15540608481549367,1.1057068576388223,0.17378243975501748,0.033200566660344974,0.23137745916365493,0.10131751459071246,0.6171905952596827,0.07419621573138571,0.06474264916352221,0.07115780137674926,0.6390586448184085,0.0,0.0
20.0,198.0863513193286,288.0472414182461,100947.72368595989,8.434423606306881,180,1.400264987524226,0.6096410061884675,0.0935183549371935,0.03428494343722591,0.3292733260001772,0.0,0.0,1.005228518369313,0.15573905293624776,0.8385633484612663,0.35462209457679067,0.09114335211221801,0.030839851794535203,0.09865823969599258,2.7551703468552327,0.028815482678274763,0.9027409643109061,0.15572857403195312,0.8027354277548687,0.3604047811661711,0.4688594089139627,0.5200859495936724,1.2993012436340827,0.03121436443999376,0.030049333224636342,1.5704899907845122,0.5003246122683584,1.3546432257215755,0.6305107154938622,1.3841094321037162,0.155863318658188,1.10457197715993,0.17457502284686735,0.030738424685731503,0.26382317589967447,0.10556717486266178,0.6633104008194853,0.0712958779498447,0.07006432452105611,0.07543073553496303,0.6182444637377252,0.0,0.0
20.0,233.84306374347872,290.5268699886629,101025.70408313612,5.182409112032391,180,1.2698647161946575,0.6151497426944537,0.09465618009122703,0.03177084605625995,0.29719057983037706,0.0,0.0,1.0090773868187954,0.15563377532834435,0.8440295126750671,0.3526252167528619,0.09732196304356838,0.030524990739191644,0.09258769500646005,2.0716970819297673,0.03055112418658204,0.9517274469062633,0.15566716781313017,0.7984258377601526,0.3819607165497213,0.5212298775868188,0.4658267845554691,1.4218574960987995,0.027994211665354103,0.03413909037113988,1.4303478776510563,0.47727731626087594,1.3809265368862569,0.6543287734663511,1.450657684021642,0.1555887128684268,1.1064323844860737,0.17318090785420834,0.032223338807292466,0.22090989017035603,0.11421485185258569,0.6158004062023299,0.06254301499599534,0.07141791110491728,0.06840614918358888,0.6336098130038915,0.0,0.0
20.0,265.7935649610859,285.1684230831963,101732.47360039398,7.099448773121305,180,1.5332045548402171,0.6098558979773859,0.09055325783307566,0.031717224782638706,0.3401330339190518,0.0,0.0,1.0907740893529991,0.15570063105292484,0.842288668859094,0.38942514355527375,0.10279526039201484,0.031160562531163092,0.0986333927435133,2.4140983974165238,0.031032003407509213,1.0460993402841463,0.15524879238838385,0.7997170892972787,0.3609649857066595,0.4768345108087605,0.44564437009666347,1.3324133207950375,0.02992258752234443,0.032105321450762364,1.51524498594558,0.4419399555362111,1.3634763585543752,0.6150258189078901,1.3161720697706243,0.1552692079823191,1.105589187136826,0.17279280534066757,0.030878784379872147,0.21625510139219073,0.10102378511074415,0.6277923061169425,0.0641647638624417,0.060358241562653805,0.06777053523734956,0.6909774877753844,0.0,0.0
20.0,172.06483195262092,290.5923176898042,101691.3256461341,5.224340983533496,180,1.3202365385151114,0.6091984410324092,0.09198556189814291,0.03161947633376778,0.31445284850483396,0.0,0.0,0.9423426450753222,0.15555345839872342,0.8333879567511201,0.3441462783727037,0.095641416603688,0.031530290201591524,0.09526355704030691,2.4259263954088746,0.03188947728077641,1.0374079099801718,0.15597288974577755,0.8005379388444633,0.3746216975801246,0.47081811603627804,0.4528998682554532,1.204091348063758,0.03297020076431158,0.02904006040316438,1.7123703013578402,0.4409679474782888,1.3998811856678899,0.6090211855775968,1.3570475655390868,0.15556277311690384,1.1019251133005703,0.18393309693243654,0.031130609163668062,0.2234765886054777,0.11867255333369844,0.648050077452364,0.06240785106338971,0.07214143707840788,0.0672060311383785,0.6205891265624374,0.0,0.0
20.0,3.9233486707495535,293.01458472531266,100570.28147086789,7.064214742751977,180,1.2704223441157427,0.6107452565463258,0.08261166506955772,0.03104860668654312,0.303529069150984,0.0,0.0,1.010239536846684,0.15571041379013986,0.8376536533749602,0.35403898016242763,0.08592268780938409,0.03209301585112301,0.09370095289918301,1.9432401895693503,0.034084149680515916,1.0231859064920847,0.1549983447602038,0.8000726091595558,0.3711777286261241,0.43907827399820537,0.4787684479898822,1.2303256974386902,0.032625420884911806,0.030424564777492363,1.546350595238999,0.4322352097238143,1.3997679623531216,0.6244735205177254,1.4245479186649335,0.15531717980725163,1.1063593786922645,0.1663862058322356,0.03530629639110503,0.25392991627924233,0.10844253717250149,0.6586204984660408,0.07192407212603207,0.07045784666043026,0.06209498234328371,0.6401324317099782,0.0,0.0
20.0,236.48472307946636,284.9435107734613,101276.12767047758,5.027458109640594,180,1.3114984521393953,0.6092548679511153,0.09182015700939673,0.03168039959603187,0.33008928373081275,0.0,0.0,1.0361394254152738,0.15601675680286847,0.8404434093356925,0.3531845301766885,0.09346741506934482,0.035751071667726946,0.0929102288947849,1.8604559522612283,0.03219919767542311,0.9549482439222731,0.15558118059191386,0.7994880511844211,0.36635252750070724,0.4483586594072326,0.48732808790924553,1.3472442260011888,0.030117799343015367,0.03380642735848666,1.523899196309174,0.47901590221061424,1.2557760471282995,0.6400620210964725,1.338457603492586,0.15605772898428308,1.10470320923468,0.18051308722871312,0.03174893152121647,0.2228109846544831,0.11456684399760385,0.5842268940352496,0.07084845515385649,0.06811052147932378,0.067860596097846,0.6397857442275289,0.0,0.0
20.0,270.1678301494491,286.7847576160759,101513.45476266004,5.227652662203759,180,1.467781704619568,0.6085917540914366,0.08413947608055423,0.03041680194746261,0.2974990263358289,0.0,0.0,1.1183472814105007,0.15519578676583978,0.8371064090818439,0.3705944383630701,0.09616320026262946,0.03138704279488539,0.08875729917812863,2.1134736068819957,0.03165496521235544,1.0101859210718496,0.15518236764952814,0.7991651913448153,0.3719962598538087,0.43280266670915085,0.44481896242229324,1.2364885766030096,0.029945353284826056,0.028944111715989554,1.570486892749423,0.46647003121633585,1.354267731228977,0.7108866640856346,1.430529614031842,0.1552905415884705,1.1039273987965559,0.16609995690866963,0.03515337448308928,0.21484922874733275,0.10993846785482668,0.6538703166623113,0.06701810591364328,0.06968916693276234,0.07055578296666917,0.6235031071132312,0.0,0.0
20.0,246.26179260220786,290.71629591222955,101440.40689670919,8.388303134108089,180,1.3852226121590567,0.610639514125005,0.09276437903081895,0.03175558119765212,0.31453538451767443,0.0,0.0,0.9658464866158372,0.15537070400962374,0.8383145837710679,0.3559908294256616,0.09688229664451757,0.028905473353400477,0.09574708467316037,2.3288392908998263,0.030633982416284518,0.9852451778129151,0.15562964303945248,0.7981744469549049,0.3836446344803054,0.5012958398222632,0.45132196871987823,1.497274315028889,0.031043021827665836,0.032555413627948136,1.5023957405703057,0.4390272560481044,1.401763445963026,0.6556846828323434,1.3267918986425689,0.15571790449232564,1.102631097886968,0.19714641599676463,0.03131661671772968,0.22150545147316386,0.10444094273737753,0.6630621030845368,0.06568160640174917,0.06665232470199879,0.06368097186443095,0.6289266840866709,0.0,0.0
20.0,153.88617762769147,291.11980089731526,101499.07110237957,5.911356606316788,180,1.3685288220752272,0.6118277146138658,0.08751153401044033,0.028644148331680473,0.3186974179312574,0.0,0.0,0.9842121969403866,0.15541129255596725,0.8341367300614204,0.3876625976411753,0.09528251187207312,0.03416613081181157,0.0928073596439595,2.2691840909718097,0.03419357543147021,0.9597736523826426,0.15516361306185358,0.7988590039546173,0.37800653223679226,0.4605779280777531,0.47639005476369983,1.4877652093981855,0.03256862714574723,0.030218415785071697,1.4917324005076273,0.46124899039770806,1.2844593725675761,0.5949634799277899,1.3521951185610164,0.15542460720460913,1.1052778709371203,0.18033296557581974,0.03175343352304452,0.23694302048499638,0.10909944696781007,0.6265957480788986,0.07135238809614747,0.07101022456347221,0.06978659705063998,0.627925723310376,0.0,0.0
20.0,97.08759582691287,299.9864497493575,102328.29569631717,9.869758110214315,180,1.3805601157142446,0.6093960241255404,0.08894542648851916,0.034165676941167004,0.33938056507782555,0.0,0.0,1.0858725549444668,0.15552955921061545,0.8387532984971583,0.3603281736035269,0.09804802782209013,0.03322443699731675,0.10292891090158272,2.291651334722638,0.030716101992460835,0.9860689855567057,0.15522267303694257,0.8031165096671609,0.37467169160993713,0.5114014060298705,0.49345637438758316,1.325099748765686,0.03428980205372902,0.031962292111543535,1.5043228663374486,0.4344703153423884,1.391974542402511,0.5898367617649599,1.3237942297341472,0.15512060762769989,1.1033436470666647,0.19693374782929246,0.031775104990580026,0.24569509703242554,0.10193230069418394,0.6173980241260916,0.06871908605974153,0.06947437829334888,0.06747313436336165,0.6048075222976611,0.0,0.0
